grid_point_id,date,grid_latitude,grid_longitude,sst_celsius,sst_anomaly_celsius,quality_level,satellite_product,resolution_deg
4364,2026-08-23,24.0,90.5,27.21,0.51,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4365,2026-08-23,24.0,91.0,27.17,0.47,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4366,2026-08-23,24.0,91.5,27.19,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4367,2026-08-23,24.0,92.0,27.19,0.49,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4368,2026-08-23,24.0,92.5,27.26,0.56,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4369,2026-08-23,24.0,93.0,27.07,0.37,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4370,2026-08-23,24.0,93.5,27.59,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4371,2026-08-23,24.0,94.0,27.52,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4372,2026-08-22,6.0,68.0,29.17,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4373,2026-08-22,6.0,68.5,29.68,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4374,2026-08-22,6.0,69.0,29.73,1.23,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4375,2026-08-22,6.0,69.5,29.8,1.3,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4376,2026-08-22,6.0,70.0,29.58,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4377,2026-08-22,6.0,70.5,29.75,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4378,2026-08-22,6.0,71.0,29.68,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4379,2026-08-22,6.0,71.5,29.17,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4380,2026-08-22,6.0,72.0,29.72,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4381,2026-08-22,6.0,72.5,29.56,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4382,2026-08-22,6.0,73.0,29.61,1.11,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4383,2026-08-22,6.0,73.5,29.77,1.27,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4384,2026-08-22,6.0,74.0,29.16,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4385,2026-08-22,6.0,74.5,29.23,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4386,2026-08-22,6.0,75.0,29.55,1.05,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4387,2026-08-22,6.0,75.5,29.44,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4388,2026-08-22,6.0,76.0,29.44,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4389,2026-08-22,6.0,76.5,29.37,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4390,2026-08-22,6.0,77.0,29.72,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4391,2026-08-22,6.0,77.5,29.22,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4392,2026-08-22,6.0,78.0,29.52,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4393,2026-08-22,6.0,78.5,29.47,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4394,2026-08-22,6.0,79.0,29.54,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4395,2026-08-22,6.0,79.5,29.19,0.69,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4396,2026-08-22,6.0,80.0,29.62,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4397,2026-08-22,6.0,80.5,29.16,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4398,2026-08-22,6.0,81.0,29.52,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4399,2026-08-22,6.0,81.5,29.34,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4400,2026-08-22,6.0,82.0,29.37,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4401,2026-08-22,6.0,82.5,29.67,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4402,2026-08-22,6.0,83.0,29.84,1.34,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4403,2026-08-22,6.0,83.5,29.48,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4404,2026-08-22,6.0,84.0,29.62,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4405,2026-08-22,6.0,84.5,29.32,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4406,2026-08-22,6.0,85.0,29.54,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4407,2026-08-22,6.0,85.5,29.22,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4408,2026-08-22,6.0,86.0,29.75,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4409,2026-08-22,6.0,86.5,29.47,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4410,2026-08-22,6.0,87.0,29.4,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4411,2026-08-22,6.0,87.5,29.51,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4412,2026-08-22,6.0,88.0,29.79,1.29,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4413,2026-08-22,6.0,88.5,29.69,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4414,2026-08-22,6.0,89.0,29.26,0.76,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4415,2026-08-22,6.0,89.5,29.69,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4416,2026-08-22,6.0,90.0,29.43,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4417,2026-08-22,6.0,90.5,29.43,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4418,2026-08-22,6.0,91.0,29.68,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4419,2026-08-22,6.0,91.5,29.47,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4420,2026-08-22,6.0,92.0,29.2,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4421,2026-08-22,6.0,92.5,29.32,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4422,2026-08-22,6.0,93.0,29.78,1.28,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4423,2026-08-22,6.0,93.5,29.56,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4424,2026-08-22,6.0,94.0,29.75,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4425,2026-08-22,6.5,68.0,29.3,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4426,2026-08-22,6.5,68.5,29.57,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4427,2026-08-22,6.5,69.0,29.64,1.19,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4428,2026-08-22,6.5,69.5,29.22,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4429,2026-08-22,6.5,70.0,29.11,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4430,2026-08-22,6.5,70.5,29.53,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4431,2026-08-22,6.5,71.0,29.49,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4432,2026-08-22,6.5,71.5,29.12,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4433,2026-08-22,6.5,72.0,29.38,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4434,2026-08-22,6.5,72.5,29.48,1.03,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4435,2026-08-22,6.5,73.0,29.24,0.79,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4436,2026-08-22,6.5,73.5,29.16,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4437,2026-08-22,6.5,74.0,29.65,1.2,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4438,2026-08-22,6.5,74.5,29.74,1.29,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4439,2026-08-22,6.5,75.0,29.4,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4440,2026-08-22,6.5,75.5,29.18,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4441,2026-08-22,6.5,76.0,29.38,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4442,2026-08-22,6.5,76.5,29.29,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4443,2026-08-22,6.5,77.0,29.43,0.98,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4444,2026-08-22,6.5,77.5,29.1,0.65,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4445,2026-08-22,6.5,78.0,29.7,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4446,2026-08-22,6.5,78.5,29.13,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4447,2026-08-22,6.5,79.0,29.39,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4448,2026-08-22,6.5,79.5,29.55,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4449,2026-08-22,6.5,80.0,29.55,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4450,2026-08-22,6.5,80.5,29.3,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4451,2026-08-22,6.5,81.0,29.44,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4452,2026-08-22,6.5,81.5,29.44,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4453,2026-08-22,6.5,82.0,29.18,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4454,2026-08-22,6.5,82.5,29.35,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4455,2026-08-22,6.5,83.0,29.17,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4456,2026-08-22,6.5,83.5,29.13,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4457,2026-08-22,6.5,84.0,29.13,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4458,2026-08-22,6.5,84.5,29.39,0.94,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4459,2026-08-22,6.5,85.0,29.6,1.15,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4460,2026-08-22,6.5,85.5,29.78,1.33,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4461,2026-08-22,6.5,86.0,29.49,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4462,2026-08-22,6.5,86.5,29.3,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4463,2026-08-22,6.5,87.0,29.23,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4464,2026-08-22,6.5,87.5,29.58,1.13,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4465,2026-08-22,6.5,88.0,29.13,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4466,2026-08-22,6.5,88.5,29.27,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4467,2026-08-22,6.5,89.0,29.57,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4468,2026-08-22,6.5,89.5,29.4,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4469,2026-08-22,6.5,90.0,29.44,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4470,2026-08-22,6.5,90.5,29.77,1.32,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4471,2026-08-22,6.5,91.0,29.37,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4472,2026-08-22,6.5,91.5,29.51,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4473,2026-08-22,6.5,92.0,29.79,1.34,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4474,2026-08-22,6.5,92.5,29.57,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4475,2026-08-22,6.5,93.0,29.45,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4476,2026-08-22,6.5,93.5,29.32,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4477,2026-08-22,6.5,94.0,29.77,1.32,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4478,2026-08-22,7.0,68.0,29.24,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4479,2026-08-22,7.0,68.5,29.11,0.71,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4480,2026-08-22,7.0,69.0,29.68,1.28,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4481,2026-08-22,7.0,69.5,29.25,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4482,2026-08-22,7.0,70.0,29.44,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4483,2026-08-22,7.0,70.5,29.48,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4484,2026-08-22,7.0,71.0,29.21,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4485,2026-08-22,7.0,71.5,29.33,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4486,2026-08-22,7.0,72.0,29.14,0.74,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4487,2026-08-22,7.0,72.5,29.65,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4488,2026-08-22,7.0,73.0,29.44,1.04,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4489,2026-08-22,7.0,73.5,29.65,1.25,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4490,2026-08-22,7.0,74.0,29.21,0.81,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4491,2026-08-22,7.0,74.5,29.47,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4492,2026-08-22,7.0,75.0,29.18,0.78,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4493,2026-08-22,7.0,75.5,29.23,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4494,2026-08-22,7.0,76.0,29.28,0.88,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4495,2026-08-22,7.0,76.5,29.41,1.01,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4496,2026-08-22,7.0,77.0,29.42,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4497,2026-08-22,7.0,77.5,29.17,0.77,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4498,2026-08-22,7.0,78.0,29.06,0.66,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4499,2026-08-22,7.0,78.5,29.57,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4500,2026-08-22,7.0,79.0,29.4,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4501,2026-08-22,7.0,79.5,29.25,0.85,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4502,2026-08-22,7.0,80.0,29.07,0.67,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4503,2026-08-22,7.0,80.5,29.1,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4504,2026-08-22,7.0,81.0,29.33,0.93,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4505,2026-08-22,7.0,81.5,29.37,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4506,2026-08-22,7.0,82.0,29.29,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4507,2026-08-22,7.0,82.5,29.43,1.03,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4508,2026-08-22,7.0,83.0,29.6,1.2,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4509,2026-08-22,7.0,83.5,29.5,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4510,2026-08-22,7.0,84.0,29.64,1.24,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4511,2026-08-22,7.0,84.5,29.46,1.06,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4512,2026-08-22,7.0,85.0,29.1,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4513,2026-08-22,7.0,85.5,29.13,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4514,2026-08-22,7.0,86.0,29.3,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4515,2026-08-22,7.0,86.5,29.23,0.83,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4516,2026-08-22,7.0,87.0,29.49,1.09,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4517,2026-08-22,7.0,87.5,29.47,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4518,2026-08-22,7.0,88.0,29.35,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4519,2026-08-22,7.0,88.5,29.48,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4520,2026-08-22,7.0,89.0,29.67,1.27,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4521,2026-08-22,7.0,89.5,29.37,0.97,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4522,2026-08-22,7.0,90.0,29.27,0.87,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4523,2026-08-22,7.0,90.5,29.36,0.96,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4524,2026-08-22,7.0,91.0,29.13,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4525,2026-08-22,7.0,91.5,29.1,0.7,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4526,2026-08-22,7.0,92.0,29.32,0.92,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4527,2026-08-22,7.0,92.5,29.68,1.28,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4528,2026-08-22,7.0,93.0,29.63,1.23,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4529,2026-08-22,7.0,93.5,29.5,1.1,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4530,2026-08-22,7.0,94.0,29.53,1.13,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4531,2026-08-22,7.5,68.0,29.57,1.22,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4532,2026-08-22,7.5,68.5,29.61,1.26,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4533,2026-08-22,7.5,69.0,29.43,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4534,2026-08-22,7.5,69.5,29.24,0.89,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4535,2026-08-22,7.5,70.0,29.07,0.72,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4536,2026-08-22,7.5,70.5,28.97,0.62,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4537,2026-08-22,7.5,71.0,29.42,1.07,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4538,2026-08-22,7.5,71.5,29.25,0.9,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4539,2026-08-22,7.5,72.0,29.03,0.68,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4540,2026-08-22,7.5,72.5,29.17,0.82,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4541,2026-08-22,7.5,73.0,29.3,0.95,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4542,2026-08-22,7.5,73.5,29.52,1.17,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4543,2026-08-22,7.5,74.0,29.19,0.84,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4544,2026-08-22,7.5,74.5,29.43,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4545,2026-08-22,7.5,75.0,29.0,0.65,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4546,2026-08-22,7.5,75.5,29.64,1.29,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4547,2026-08-22,7.5,76.0,29.65,1.3,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4548,2026-08-22,7.5,76.5,29.34,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4549,2026-08-22,7.5,77.0,29.43,1.08,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4550,2026-08-22,7.5,77.5,29.51,1.16,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4551,2026-08-22,7.5,78.0,29.65,1.3,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4552,2026-08-22,7.5,78.5,29.35,1.0,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4553,2026-08-22,7.5,79.0,29.5,1.15,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4554,2026-08-22,7.5,79.5,29.1,0.75,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4555,2026-08-22,7.5,80.0,29.08,0.73,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4556,2026-08-22,7.5,80.5,29.47,1.12,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4557,2026-08-22,7.5,81.0,29.62,1.27,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4558,2026-08-22,7.5,81.5,29.37,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4559,2026-08-22,7.5,82.0,29.34,0.99,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4560,2026-08-22,7.5,82.5,29.37,1.02,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4561,2026-08-22,7.5,83.0,29.59,1.24,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
4562,2026-08-22,7.5,83.5,29.53,1.18,5,GHRSST L4 / INSAT-3DR MOSDAC / Sentinel-3 SLSTR,0.5
