track_id,cyclone_id,cyclone_name,season,basin,subbasin,observation_dt,latitude,longitude,max_sustained_wind_knots,max_sustained_wind_kmph,central_barometric_pressure_hpa,wmo_cyclone_stage,distance_to_land_km,storm_translation_speed_kmph,storm_heading_deg,official_landfall_location,source
180,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-20 06:00:00,13.9099,86.6352,111.3,206.1,933.4,Extremely Severe Cyclonic Storm (ESCS),183.3,14.8,306.8,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
181,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-20 12:00:00,14.3102,86.5681,112.1,207.6,933.0,Extremely Severe Cyclonic Storm (ESCS),184.2,15.4,312.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
182,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-20 18:00:00,14.709,86.5031,111.7,206.9,935.3,Extremely Severe Cyclonic Storm (ESCS),170.3,15.1,319.6,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
183,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-21 00:00:00,15.1065,86.4402,108.3,200.6,937.7,Extremely Severe Cyclonic Storm (ESCS),154.6,11.5,321.1,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
184,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-21 06:00:00,15.5027,86.3793,101.4,187.8,940.1,Extremely Severe Cyclonic Storm (ESCS),151.7,17.3,322.0,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
185,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-21 12:00:00,15.8977,86.3202,97.6,180.8,942.5,Extremely Severe Cyclonic Storm (ESCS),135.2,17.2,314.3,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
186,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-21 18:00:00,16.2914,86.2629,96.7,179.1,944.8,Extremely Severe Cyclonic Storm (ESCS),126.5,11.7,322.9,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
187,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-22 00:00:00,16.6841,86.2072,93.8,173.7,947.2,Extremely Severe Cyclonic Storm (ESCS),89.8,13.7,308.7,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
188,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-22 06:00:00,17.0758,86.1529,88.3,163.5,949.6,Very Severe Cyclonic Storm (VSCS),100.9,17.4,313.6,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
189,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-22 12:00:00,17.4667,86.1,83.8,155.2,952.0,Very Severe Cyclonic Storm (VSCS),86.3,11.1,328.0,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
190,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-22 18:00:00,17.8567,86.0482,81.4,150.8,954.3,Very Severe Cyclonic Storm (VSCS),56.1,13.5,311.5,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
191,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-23 00:00:00,18.2462,85.9974,77.8,144.1,956.7,Very Severe Cyclonic Storm (VSCS),56.5,11.2,316.7,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
192,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-23 06:00:00,18.6351,85.9474,75.9,140.6,959.1,Very Severe Cyclonic Storm (VSCS),49.0,14.7,313.7,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
193,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-23 12:00:00,19.0236,85.8979,72.1,133.5,961.5,Very Severe Cyclonic Storm (VSCS),34.5,12.0,312.4,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
194,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-23 18:00:00,19.4119,85.8489,65.0,120.4,963.8,Very Severe Cyclonic Storm (VSCS),19.0,17.8,319.5,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
195,2019116N05089,FANI,2019,NI (North Indian Ocean),BOB,2019-05-24 00:00:00,19.8,85.8,64.5,119.5,966.2,Very Severe Cyclonic Storm (VSCS),13.7,14.1,301.6,Puri Coast (Odisha),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
196,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-28 00:00:00,6.5,78.5,29.3,54.3,996.8,Deep Depression (DD),456.9,13.7,318.1,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
197,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-28 06:00:00,7.0331,78.3264,32.5,60.2,995.6,Deep Depression (DD),445.5,15.5,322.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
198,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-28 12:00:00,7.5659,78.1525,36.3,67.2,994.3,Cyclonic Storm (CS),425.3,18.0,327.6,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
199,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-28 18:00:00,8.0982,77.9777,40.2,74.5,993.1,Cyclonic Storm (CS),408.5,15.7,325.9,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
200,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-29 00:00:00,8.6296,77.8016,44.8,83.0,991.8,Cyclonic Storm (CS),378.9,15.3,329.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
201,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-29 06:00:00,9.16,77.6239,47.5,88.0,990.6,Cyclonic Storm (CS),360.8,15.0,303.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
202,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-29 12:00:00,9.689,77.4442,47.8,88.5,989.4,Cyclonic Storm (CS),368.1,13.8,314.5,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
203,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-29 18:00:00,10.2164,77.2621,53.8,99.6,988.1,Severe Cyclonic Storm (SCS),349.2,11.1,317.8,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
204,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-30 00:00:00,10.7421,77.0774,57.8,107.0,986.9,Severe Cyclonic Storm (SCS),321.5,14.8,303.3,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
205,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-30 06:00:00,11.2658,76.8897,60.2,111.5,985.7,Severe Cyclonic Storm (SCS),308.6,18.7,316.1,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
206,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-30 12:00:00,11.7873,76.6989,64.3,119.1,984.4,Very Severe Cyclonic Storm (VSCS),301.1,15.1,310.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
207,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-11-30 18:00:00,12.3066,76.5046,65.5,121.3,983.2,Very Severe Cyclonic Storm (VSCS),282.2,17.8,301.0,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
208,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-01 00:00:00,12.8236,76.3068,70.3,130.2,981.9,Very Severe Cyclonic Storm (VSCS),268.0,19.5,304.6,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
209,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-01 06:00:00,13.338,76.1053,73.8,136.7,980.7,Very Severe Cyclonic Storm (VSCS),246.3,14.7,309.2,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
210,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-01 12:00:00,13.85,75.9,77.1,142.8,979.5,Very Severe Cyclonic Storm (VSCS),223.1,15.2,325.0,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
211,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-01 18:00:00,14.3595,75.691,78.5,145.4,978.2,Very Severe Cyclonic Storm (VSCS),196.0,12.8,312.0,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
212,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-02 00:00:00,14.8664,75.4782,81.2,150.4,977.0,Very Severe Cyclonic Storm (VSCS),194.0,17.4,302.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
213,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-02 06:00:00,15.3709,75.2617,83.2,154.1,976.3,Very Severe Cyclonic Storm (VSCS),175.9,13.5,321.5,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
214,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-02 12:00:00,15.8731,75.0417,79.5,147.2,977.5,Very Severe Cyclonic Storm (VSCS),158.3,12.9,313.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
215,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-02 18:00:00,16.3729,74.8183,77.5,143.5,978.8,Very Severe Cyclonic Storm (VSCS),157.0,11.6,301.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
216,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-03 00:00:00,16.8707,74.5917,73.0,135.2,980.1,Very Severe Cyclonic Storm (VSCS),120.5,17.2,320.6,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
217,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-03 06:00:00,17.3664,74.3621,71.1,131.7,981.4,Very Severe Cyclonic Storm (VSCS),99.0,19.1,302.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
218,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-03 12:00:00,17.8604,74.1299,68.9,127.6,982.7,Very Severe Cyclonic Storm (VSCS),100.3,15.8,316.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
219,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-03 18:00:00,18.3528,73.8953,65.0,120.4,984.0,Very Severe Cyclonic Storm (VSCS),85.3,17.6,307.0,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
220,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-04 00:00:00,18.8439,73.6587,61.5,113.9,985.3,Severe Cyclonic Storm (SCS),68.8,13.5,310.5,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
221,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-04 06:00:00,19.3339,73.4205,56.4,104.5,986.5,Severe Cyclonic Storm (SCS),51.6,15.6,313.8,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
222,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-04 12:00:00,19.8231,73.181,53.9,99.8,987.8,Severe Cyclonic Storm (SCS),33.0,15.4,314.7,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
223,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-04 18:00:00,20.3117,72.9407,48.7,90.2,989.1,Severe Cyclonic Storm (SCS),12.6,15.7,322.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
224,2017333N06078,OCKHI,2017,NI (North Indian Ocean),ARB,2017-12-05 00:00:00,20.8,72.7,45.3,83.9,990.4,Cyclonic Storm (CS),7.1,11.3,326.4,South Gujarat / Dissipated,IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
225,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-28 00:00:00,12.0,93.0,41.9,77.6,987.7,Cyclonic Storm (CS),454.8,15.2,324.7,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
226,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-28 06:00:00,12.2636,92.5567,46.0,85.2,985.1,Cyclonic Storm (CS),432.9,16.3,307.3,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
227,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-28 12:00:00,12.5268,92.114,48.7,90.2,982.5,Severe Cyclonic Storm (SCS),420.3,17.2,312.8,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
228,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-28 18:00:00,12.789,91.6727,54.2,100.4,979.8,Severe Cyclonic Storm (SCS),404.2,15.6,323.8,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
229,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-29 00:00:00,13.05,91.2333,59.6,110.4,977.2,Severe Cyclonic Storm (SCS),382.9,16.5,320.4,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
230,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-29 06:00:00,13.3093,90.7965,65.5,121.3,974.6,Very Severe Cyclonic Storm (VSCS),353.6,14.0,308.2,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
231,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-29 12:00:00,13.5664,90.3629,73.1,135.4,972.0,Very Severe Cyclonic Storm (VSCS),349.8,17.2,320.7,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
232,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-29 18:00:00,13.8212,89.9328,76.3,141.3,969.4,Very Severe Cyclonic Storm (VSCS),320.7,13.3,313.7,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
233,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-30 00:00:00,14.0732,89.5069,82.6,153.0,966.8,Very Severe Cyclonic Storm (VSCS),302.6,11.7,301.8,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
234,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-30 06:00:00,14.3223,89.0853,87.4,161.9,964.1,Very Severe Cyclonic Storm (VSCS),290.3,11.1,322.4,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
235,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-30 12:00:00,14.5682,88.6686,90.4,167.4,961.5,Extremely Severe Cyclonic Storm (ESCS),270.3,16.6,309.3,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
236,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-11-30 18:00:00,14.8108,88.2567,98.8,183.0,958.9,Extremely Severe Cyclonic Storm (ESCS),236.5,18.9,325.4,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
237,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-01 00:00:00,15.05,87.85,101.6,188.2,956.3,Extremely Severe Cyclonic Storm (ESCS),212.8,12.4,322.5,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
238,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-01 06:00:00,15.2858,87.4484,106.6,197.4,953.7,Extremely Severe Cyclonic Storm (ESCS),201.0,18.1,308.8,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
239,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-01 12:00:00,15.5182,87.0519,112.3,208.0,951.0,Extremely Severe Cyclonic Storm (ESCS),182.0,16.5,305.4,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
240,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-01 18:00:00,15.7473,86.6603,110.6,204.8,951.6,Extremely Severe Cyclonic Storm (ESCS),183.3,18.0,307.0,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
241,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-02 00:00:00,15.9732,86.2735,104.8,194.1,954.4,Extremely Severe Cyclonic Storm (ESCS),164.4,19.3,328.2,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
242,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-02 06:00:00,16.1962,85.8912,101.0,187.1,957.1,Extremely Severe Cyclonic Storm (ESCS),122.2,12.4,326.9,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
243,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-02 12:00:00,16.4164,85.5129,95.5,176.9,959.8,Extremely Severe Cyclonic Storm (ESCS),116.2,17.0,306.0,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
244,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-02 18:00:00,16.6343,85.1382,89.1,165.0,962.5,Very Severe Cyclonic Storm (VSCS),93.3,11.8,328.0,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
245,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-03 00:00:00,16.85,84.7667,83.7,155.0,965.2,Very Severe Cyclonic Storm (VSCS),82.1,15.7,309.8,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
246,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-03 06:00:00,17.064,84.3977,81.0,150.0,967.9,Very Severe Cyclonic Storm (VSCS),52.0,15.1,325.1,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
247,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-03 12:00:00,17.2768,84.0307,74.1,137.2,970.7,Very Severe Cyclonic Storm (VSCS),49.3,19.3,312.2,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
248,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-03 18:00:00,17.4886,83.665,68.7,127.2,973.4,Very Severe Cyclonic Storm (VSCS),4.2,18.3,326.3,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
249,2014280N12093,HUDHUD,2014,NI (North Indian Ocean),BOB,2014-12-04 00:00:00,17.7,83.3,62.2,115.2,976.1,Severe Cyclonic Storm (SCS),7.2,19.0,322.4,Visakhapatnam Harbor (AP),IMD Regional Specialized Meteorological Centre (RSMC) New Delhi / NOAA IBTrACS
