current_id,date,grid_latitude,grid_longitude,current_u_velocity_mps,current_v_velocity_mps,surface_current_speed_mps,surface_current_speed_knots,current_direction_deg,current_regime,depth_m,source
2874,2026-08-18,16.0,92.0,0.313,0.155,0.349,0.68,63.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2875,2026-08-18,16.0,93.0,0.12,-0.004,0.12,0.23,91.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2876,2026-08-18,16.0,94.0,0.231,0.191,0.3,0.58,50.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2877,2026-08-18,17.0,68.0,-0.197,-0.061,0.206,0.4,252.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2878,2026-08-18,17.0,69.0,-0.155,-0.435,0.462,0.9,199.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2879,2026-08-18,17.0,70.0,-0.022,-0.203,0.204,0.4,186.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2880,2026-08-18,17.0,71.0,-0.108,-0.309,0.327,0.64,199.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2881,2026-08-18,17.0,72.0,-0.155,-0.248,0.292,0.57,212.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2882,2026-08-18,17.0,73.0,-0.128,-0.31,0.335,0.65,202.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2883,2026-08-18,17.0,85.0,0.257,0.189,0.319,0.62,53.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2884,2026-08-18,17.0,86.0,0.137,0.158,0.209,0.41,40.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2885,2026-08-18,17.0,87.0,0.207,0.313,0.375,0.73,33.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2886,2026-08-18,17.0,88.0,0.128,0.116,0.173,0.34,47.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2887,2026-08-18,17.0,89.0,0.101,0.23,0.251,0.49,23.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2888,2026-08-18,17.0,90.0,0.363,0.061,0.368,0.72,80.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2889,2026-08-18,17.0,91.0,0.106,0.125,0.164,0.32,40.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2890,2026-08-18,17.0,92.0,0.212,0.115,0.241,0.47,61.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2891,2026-08-18,17.0,93.0,0.304,0.168,0.347,0.67,61.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2892,2026-08-18,17.0,94.0,0.139,0.212,0.254,0.49,33.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2893,2026-08-18,18.0,68.0,-0.096,-0.271,0.288,0.56,199.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2894,2026-08-18,18.0,69.0,-0.114,-0.17,0.205,0.4,213.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2895,2026-08-18,18.0,70.0,-0.141,-0.142,0.2,0.39,224.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2896,2026-08-18,18.0,71.0,0.086,-0.174,0.194,0.38,153.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2897,2026-08-18,18.0,72.0,-0.201,-0.311,0.37,0.72,212.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2898,2026-08-18,18.0,73.0,-0.108,-0.393,0.408,0.79,195.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2899,2026-08-18,18.0,85.0,0.201,-0.015,0.202,0.39,94.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2900,2026-08-18,18.0,86.0,0.147,0.315,0.348,0.68,25.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2901,2026-08-18,18.0,87.0,0.214,-0.0,0.214,0.42,90.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2902,2026-08-18,18.0,88.0,0.161,0.364,0.398,0.77,23.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2903,2026-08-18,18.0,89.0,0.17,0.284,0.331,0.64,30.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2904,2026-08-18,18.0,90.0,0.223,0.016,0.224,0.44,85.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2905,2026-08-18,18.0,91.0,0.099,0.168,0.195,0.38,30.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2906,2026-08-18,18.0,92.0,0.335,0.153,0.368,0.72,65.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2907,2026-08-18,18.0,93.0,0.291,0.079,0.302,0.59,74.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2908,2026-08-18,18.0,94.0,0.182,0.221,0.286,0.56,39.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2909,2026-08-18,19.0,68.0,-0.167,-0.369,0.405,0.79,204.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2910,2026-08-18,19.0,69.0,-0.049,-0.306,0.31,0.6,189.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2911,2026-08-18,19.0,70.0,-0.056,0.002,0.056,0.11,272.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2912,2026-08-18,19.0,71.0,-0.235,-0.323,0.399,0.78,216.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2913,2026-08-18,19.0,72.0,-0.322,-0.297,0.438,0.85,227.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2914,2026-08-18,19.0,73.0,-0.15,-0.271,0.31,0.6,209.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2915,2026-08-18,19.0,85.0,0.143,0.187,0.235,0.46,37.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2916,2026-08-18,19.0,86.0,0.176,0.217,0.279,0.54,39.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2917,2026-08-18,19.0,87.0,0.329,0.253,0.415,0.81,52.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2918,2026-08-18,19.0,88.0,0.095,0.279,0.295,0.57,18.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2919,2026-08-18,19.0,89.0,0.244,0.162,0.293,0.57,56.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2920,2026-08-18,19.0,90.0,0.233,0.062,0.241,0.47,75.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2921,2026-08-18,19.0,91.0,0.251,0.158,0.297,0.58,57.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2922,2026-08-18,19.0,92.0,0.207,0.096,0.228,0.44,65.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2923,2026-08-18,19.0,93.0,0.294,0.012,0.294,0.57,87.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2924,2026-08-18,19.0,94.0,0.181,0.149,0.234,0.45,50.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2925,2026-08-18,20.0,68.0,-0.078,-0.069,0.104,0.2,228.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2926,2026-08-18,20.0,69.0,-0.14,-0.358,0.384,0.75,201.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2927,2026-08-18,20.0,70.0,-0.205,-0.355,0.41,0.8,210.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2928,2026-08-18,20.0,71.0,-0.164,-0.369,0.404,0.79,204.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2929,2026-08-18,20.0,72.0,-0.191,-0.191,0.27,0.52,225.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2930,2026-08-18,20.0,73.0,-0.111,-0.349,0.366,0.71,197.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2931,2026-08-18,20.0,85.0,0.223,0.132,0.259,0.5,59.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2932,2026-08-18,20.0,86.0,0.258,0.052,0.263,0.51,78.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2933,2026-08-18,20.0,87.0,0.276,0.081,0.288,0.56,73.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2934,2026-08-18,20.0,88.0,0.161,0.164,0.23,0.45,44.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2935,2026-08-18,20.0,89.0,0.274,0.207,0.343,0.67,52.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2936,2026-08-18,20.0,90.0,0.251,0.235,0.344,0.67,46.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2937,2026-08-18,20.0,91.0,0.073,0.141,0.159,0.31,27.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2938,2026-08-18,20.0,92.0,0.198,0.141,0.243,0.47,54.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2939,2026-08-18,20.0,93.0,0.257,0.332,0.42,0.82,37.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2940,2026-08-18,20.0,94.0,0.289,0.274,0.398,0.77,46.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2941,2026-08-18,21.0,68.0,-0.006,-0.258,0.258,0.5,181.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2942,2026-08-18,21.0,69.0,-0.196,-0.272,0.335,0.65,215.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2943,2026-08-18,21.0,70.0,-0.209,-0.245,0.322,0.63,220.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2944,2026-08-18,21.0,71.0,-0.195,-0.372,0.42,0.82,207.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2945,2026-08-18,21.0,72.0,-0.214,-0.182,0.281,0.55,229.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2946,2026-08-18,21.0,73.0,-0.194,-0.4,0.445,0.87,205.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2947,2026-08-18,21.0,74.0,-0.18,-0.153,0.236,0.46,229.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2948,2026-08-18,21.0,75.0,-0.056,-0.212,0.219,0.43,194.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2949,2026-08-18,21.0,76.0,-0.166,-0.241,0.293,0.57,214.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2950,2026-08-18,21.0,77.0,0.208,-0.026,0.21,0.41,97.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2951,2026-08-18,21.0,78.0,0.247,0.154,0.291,0.57,58.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2952,2026-08-18,21.0,79.0,0.235,0.11,0.259,0.5,64.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2953,2026-08-18,21.0,80.0,0.077,0.048,0.091,0.18,58.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2954,2026-08-18,21.0,81.0,0.249,0.148,0.29,0.56,59.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2955,2026-08-18,21.0,82.0,0.172,0.193,0.259,0.5,41.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2956,2026-08-18,21.0,83.0,0.169,0.012,0.169,0.33,85.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2957,2026-08-18,21.0,84.0,0.298,0.251,0.39,0.76,49.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2958,2026-08-18,21.0,85.0,0.122,0.089,0.151,0.29,53.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2959,2026-08-18,21.0,86.0,0.134,0.169,0.216,0.42,38.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2960,2026-08-18,21.0,87.0,0.328,0.207,0.388,0.75,57.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2961,2026-08-18,21.0,88.0,0.255,0.22,0.337,0.66,49.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2962,2026-08-18,21.0,89.0,0.224,0.162,0.276,0.54,54.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2963,2026-08-18,21.0,90.0,0.164,0.198,0.257,0.5,39.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2964,2026-08-18,21.0,91.0,0.268,0.243,0.362,0.7,47.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2965,2026-08-18,21.0,92.0,0.333,0.086,0.344,0.67,75.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2966,2026-08-18,21.0,93.0,0.324,0.23,0.397,0.77,54.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2967,2026-08-18,21.0,94.0,0.168,0.186,0.251,0.49,42.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2968,2026-08-18,22.0,68.0,-0.262,-0.356,0.442,0.86,216.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2969,2026-08-18,22.0,69.0,-0.371,-0.327,0.495,0.96,228.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2970,2026-08-18,22.0,70.0,-0.182,-0.2,0.27,0.52,222.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2971,2026-08-18,22.0,71.0,-0.25,-0.108,0.272,0.53,246.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2972,2026-08-18,22.0,72.0,-0.143,-0.267,0.303,0.59,208.2,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2973,2026-08-18,22.0,73.0,-0.175,-0.387,0.425,0.83,204.3,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2974,2026-08-18,22.0,74.0,-0.121,-0.528,0.542,1.05,192.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2975,2026-08-18,22.0,75.0,-0.272,-0.198,0.336,0.65,233.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2976,2026-08-18,22.0,76.0,-0.189,-0.356,0.403,0.78,208.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2977,2026-08-18,22.0,77.0,0.268,-0.009,0.268,0.52,91.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2978,2026-08-18,22.0,78.0,0.182,0.208,0.276,0.54,41.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2979,2026-08-18,22.0,79.0,0.194,0.215,0.29,0.56,42.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2980,2026-08-18,22.0,80.0,0.148,0.1,0.179,0.35,56.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2981,2026-08-18,22.0,81.0,0.3,0.149,0.335,0.65,63.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2982,2026-08-18,22.0,82.0,0.333,0.183,0.38,0.74,61.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2983,2026-08-18,22.0,83.0,0.173,0.172,0.244,0.47,45.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2984,2026-08-18,22.0,84.0,0.265,-0.078,0.276,0.54,106.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2985,2026-08-18,22.0,85.0,0.084,0.183,0.201,0.39,24.7,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2986,2026-08-18,22.0,86.0,0.214,0.156,0.265,0.52,53.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2987,2026-08-18,22.0,87.0,0.194,0.076,0.208,0.4,68.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2988,2026-08-18,22.0,88.0,0.251,0.081,0.264,0.51,72.1,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2989,2026-08-18,22.0,89.0,0.236,0.139,0.274,0.53,59.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2990,2026-08-18,22.0,90.0,0.317,0.09,0.33,0.64,74.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2991,2026-08-18,22.0,91.0,0.266,0.114,0.289,0.56,66.8,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2992,2026-08-18,22.0,92.0,0.212,0.097,0.233,0.45,65.4,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2993,2026-08-18,22.0,93.0,0.201,0.134,0.242,0.47,56.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2994,2026-08-18,22.0,94.0,0.322,0.148,0.354,0.69,65.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2995,2026-08-18,23.0,68.0,-0.295,-0.334,0.446,0.87,221.5,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2996,2026-08-18,23.0,69.0,-0.235,-0.206,0.313,0.61,228.8,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2997,2026-08-18,23.0,70.0,-0.229,-0.344,0.413,0.8,213.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2998,2026-08-18,23.0,71.0,0.05,-0.353,0.357,0.69,171.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
2999,2026-08-18,23.0,72.0,-0.133,-0.171,0.217,0.42,217.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3000,2026-08-18,23.0,73.0,-0.031,-0.309,0.311,0.6,185.7,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3001,2026-08-18,23.0,74.0,-0.239,-0.087,0.254,0.49,250.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3002,2026-08-18,23.0,75.0,-0.068,-0.293,0.301,0.59,193.1,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3003,2026-08-18,23.0,76.0,-0.073,-0.39,0.397,0.77,190.6,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3004,2026-08-18,23.0,77.0,0.099,0.255,0.274,0.53,21.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3005,2026-08-18,23.0,78.0,0.143,0.033,0.147,0.29,77.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3006,2026-08-18,23.0,79.0,0.152,0.02,0.153,0.3,82.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3007,2026-08-18,23.0,80.0,0.294,0.063,0.301,0.59,77.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3008,2026-08-18,23.0,81.0,0.242,0.267,0.36,0.7,42.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3009,2026-08-18,23.0,82.0,0.086,-0.048,0.098,0.19,119.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3010,2026-08-18,23.0,83.0,0.214,0.055,0.221,0.43,75.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3011,2026-08-18,23.0,84.0,0.358,0.025,0.359,0.7,86.0,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3012,2026-08-18,23.0,85.0,0.208,0.124,0.242,0.47,59.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3013,2026-08-18,23.0,86.0,0.269,-0.004,0.269,0.52,90.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3014,2026-08-18,23.0,87.0,0.156,0.211,0.262,0.51,36.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3015,2026-08-18,23.0,88.0,0.145,0.128,0.193,0.38,48.6,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3016,2026-08-18,23.0,89.0,0.19,0.187,0.267,0.52,45.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3017,2026-08-18,23.0,90.0,0.066,0.154,0.168,0.33,23.2,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3018,2026-08-18,23.0,91.0,0.145,0.171,0.224,0.44,40.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3019,2026-08-18,23.0,92.0,0.299,0.149,0.334,0.65,63.5,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3020,2026-08-18,23.0,93.0,0.089,0.123,0.152,0.3,35.9,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3021,2026-08-18,23.0,94.0,0.086,-0.008,0.086,0.17,95.3,East India Coastal Current (EICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3022,2026-08-18,24.0,68.0,-0.171,-0.101,0.199,0.39,239.4,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3023,2026-08-18,24.0,69.0,-0.168,-0.395,0.429,0.83,203.0,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
3024,2026-08-18,24.0,70.0,-0.111,-0.324,0.342,0.66,198.9,West India Coastal Current (WICC),0.0,NASA OSCAR L4 / INCOIS High-Res Hydrodynamic Ocean Model
