weather_id,harbor_id,landing_center_name,sector,latitude,longitude,datetime_utc,air_temp_celsius,humidity_pct,precipitation_mm,weather_code,weather_condition,wind_speed_mps,wind_speed_kmph,wind_direction_deg,wind_gust_mps,surface_pressure_hpa,visibility_km,cloud_cover_pct,venturing_safety_index,source
23502,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 05:00:00,27.2,89.7,0.0,0,Clear sky,4.0,14.4,119,5.6,1009.4,9.3,18.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23503,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 06:00:00,28.2,86.7,0.0,1,Mainly clear,6.2,22.3,123,9.8,1009.9,8.9,23.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23504,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 07:00:00,28.5,85.7,0.0,1,Mainly clear,6.1,22.0,100,9.7,1010.4,8.7,33.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23505,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 08:00:00,28.5,80.9,0.0,1,Mainly clear,5.3,19.1,123,7.9,1009.2,8.6,46.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23506,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 09:00:00,29.8,83.4,0.0,1,Mainly clear,4.0,14.4,135,6.3,1009.8,8.1,34.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23507,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 10:00:00,30.7,69.6,0.0,1,Mainly clear,5.7,20.5,117,7.6,1010.7,10.1,43.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23508,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 11:00:00,31.9,74.6,0.0,2,Partly cloudy,5.7,20.5,127,7.9,1011.2,8.6,61.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23509,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 12:00:00,32.0,71.0,0.0,3,Overcast,9.7,34.9,110,15.0,1011.9,9.6,81.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23510,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 13:00:00,31.6,67.5,0.0,1,Mainly clear,9.6,34.6,112,14.6,1010.6,8.9,39.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23511,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 14:00:00,31.7,72.4,0.0,2,Partly cloudy,4.8,17.3,92,6.3,1011.3,8.8,50.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23512,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 15:00:00,32.6,71.7,0.0,2,Partly cloudy,9.1,32.8,94,13.3,1010.5,10.0,55.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23513,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 16:00:00,31.7,71.0,0.0,1,Mainly clear,5.6,20.2,90,8.0,1009.4,9.6,49.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23514,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 17:00:00,31.0,73.5,10.2,65,Heavy monsoon rain,9.2,33.1,105,14.1,1009.6,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23515,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 18:00:00,30.6,75.6,0.0,1,Mainly clear,6.3,22.7,131,8.9,1008.9,10.2,49.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23516,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 19:00:00,29.6,79.6,0.0,2,Partly cloudy,7.3,26.3,88,10.8,1009.0,9.2,58.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23517,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 20:00:00,29.1,81.3,0.3,61,Slight rain,8.9,32.0,116,14.0,1010.2,7.9,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23518,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 21:00:00,28.3,83.2,0.0,1,Mainly clear,2.2,7.9,130,3.2,1011.0,8.7,25.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23519,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 22:00:00,27.7,88.4,0.0,1,Mainly clear,5.9,21.2,95,7.8,1010.1,8.3,42.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23520,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-15 23:00:00,27.1,90.7,0.0,1,Mainly clear,3.0,10.8,98,4.7,1011.6,8.5,20.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23521,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 00:00:00,27.0,94.7,0.0,1,Mainly clear,4.5,16.2,124,6.5,1011.3,9.6,25.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23522,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 01:00:00,26.4,93.3,0.0,1,Mainly clear,2.4,8.6,114,3.6,1011.9,8.2,29.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23523,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 02:00:00,26.9,96.2,0.0,0,Clear sky,3.7,13.3,121,5.3,1010.8,8.8,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23524,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 03:00:00,26.3,96.2,0.0,1,Mainly clear,6.4,23.0,129,9.7,1010.9,7.8,30.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23525,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 04:00:00,27.0,92.7,0.0,0,Clear sky,5.4,19.4,132,8.6,1010.1,8.3,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23526,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 05:00:00,28.0,93.7,0.0,1,Mainly clear,5.7,20.5,114,8.9,1009.2,8.2,23.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23527,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 06:00:00,27.6,89.9,0.0,1,Mainly clear,5.2,18.7,94,8.1,1009.6,8.8,31.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23528,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 07:00:00,28.1,83.8,0.0,1,Mainly clear,3.9,14.0,105,5.5,1010.3,8.2,34.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23529,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 08:00:00,28.9,80.6,0.0,1,Mainly clear,5.9,21.2,113,8.5,1009.0,8.7,37.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23530,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 09:00:00,30.4,80.2,0.0,1,Mainly clear,2.1,7.6,113,2.8,1010.9,8.8,34.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23531,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 10:00:00,30.8,78.1,0.0,2,Partly cloudy,3.0,10.8,100,4.7,1010.9,8.7,50.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23532,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 11:00:00,31.3,71.6,0.0,1,Mainly clear,4.2,15.1,98,6.7,1011.3,8.9,28.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23533,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 12:00:00,31.3,69.8,0.0,1,Mainly clear,9.0,32.4,87,12.9,1012.2,9.2,39.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23534,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 13:00:00,31.9,69.2,0.0,2,Partly cloudy,10.2,36.7,85,16.2,1011.5,9.7,55.9,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23535,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 14:00:00,32.4,67.0,0.0,2,Partly cloudy,9.1,32.8,88,12.7,1011.6,9.7,67.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23536,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 15:00:00,31.4,68.6,0.0,2,Partly cloudy,6.8,24.5,89,9.9,1010.0,9.6,69.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23537,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 16:00:00,31.8,70.7,0.0,2,Partly cloudy,8.6,31.0,89,11.4,1010.0,9.5,60.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23538,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 17:00:00,31.6,73.0,0.0,1,Mainly clear,7.9,28.4,110,11.0,1008.9,8.6,30.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23539,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 18:00:00,30.6,73.7,0.0,1,Mainly clear,5.4,19.4,88,8.3,1008.9,9.1,43.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23540,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 19:00:00,30.0,78.4,0.0,1,Mainly clear,9.8,35.3,132,13.8,1008.5,8.5,34.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23541,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 20:00:00,28.8,81.3,0.0,1,Mainly clear,7.4,26.6,115,11.7,1009.2,8.7,35.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23542,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 21:00:00,28.6,89.2,0.0,1,Mainly clear,1.0,3.6,90,1.6,1010.4,7.8,38.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23543,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 22:00:00,28.1,85.0,0.0,0,Clear sky,5.5,19.8,124,7.3,1010.3,8.1,18.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23544,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-16 23:00:00,27.1,91.5,0.0,1,Mainly clear,1.9,6.8,132,2.5,1010.9,7.9,30.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23545,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 00:00:00,27.0,91.9,0.0,0,Clear sky,1.3,4.7,132,1.8,1011.5,8.0,19.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23546,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 01:00:00,26.7,95.9,0.0,0,Clear sky,6.3,22.7,121,9.9,1012.0,8.4,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23547,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 02:00:00,26.5,95.0,0.0,0,Clear sky,5.7,20.5,133,8.9,1011.5,8.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23548,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 03:00:00,27.3,92.5,0.0,0,Clear sky,4.3,15.5,113,6.6,1010.5,9.1,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23549,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 04:00:00,27.0,93.1,0.0,1,Mainly clear,5.7,20.5,95,7.4,1009.8,7.7,20.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23550,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 05:00:00,26.8,93.6,0.0,0,Clear sky,1.0,3.6,102,1.5,1010.3,8.4,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23551,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 06:00:00,28.1,89.1,0.0,1,Mainly clear,3.8,13.7,104,5.9,1009.2,8.0,28.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23552,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 07:00:00,28.4,85.3,0.0,1,Mainly clear,4.1,14.8,129,6.6,1009.5,8.7,28.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23553,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 08:00:00,29.6,79.5,4.1,63,Moderate rain,4.7,16.9,124,7.0,1010.0,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23554,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 09:00:00,30.4,79.0,0.0,1,Mainly clear,3.8,13.7,123,5.0,1010.4,9.0,41.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23555,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 10:00:00,31.1,75.1,0.0,1,Mainly clear,1.2,4.3,130,1.6,1011.8,9.2,35.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23556,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 11:00:00,31.7,76.2,0.0,2,Partly cloudy,5.0,18.0,104,6.6,1011.7,8.6,57.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23557,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 12:00:00,32.3,67.4,0.0,2,Partly cloudy,7.5,27.0,127,10.6,1011.7,9.7,65.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23558,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 13:00:00,31.8,69.7,0.0,2,Partly cloudy,8.7,31.3,109,13.9,1011.7,9.0,67.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23559,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 14:00:00,31.6,71.3,0.0,2,Partly cloudy,10.4,37.4,105,15.7,1011.2,8.8,71.5,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23560,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 15:00:00,32.4,73.3,0.0,2,Partly cloudy,7.7,27.7,91,11.6,1011.0,9.3,56.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23561,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 16:00:00,32.6,68.7,0.0,2,Partly cloudy,8.3,29.9,102,11.2,1010.9,10.1,66.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23562,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 17:00:00,31.3,73.1,0.0,1,Mainly clear,3.2,11.5,90,4.8,1009.6,9.7,42.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23563,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 18:00:00,30.7,76.7,0.0,2,Partly cloudy,9.7,34.9,88,14.8,1009.4,8.8,52.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23564,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 19:00:00,30.3,76.9,0.0,1,Mainly clear,8.7,31.3,98,13.5,1009.1,9.3,25.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23565,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 20:00:00,28.9,82.1,0.0,1,Mainly clear,4.3,15.5,114,5.8,1009.7,8.9,31.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23566,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 21:00:00,28.2,84.1,0.0,1,Mainly clear,2.3,8.3,129,3.1,1010.8,9.0,42.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23567,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 22:00:00,28.0,89.1,0.0,1,Mainly clear,2.1,7.6,98,3.1,1010.4,8.9,33.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23568,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-17 23:00:00,27.3,94.9,0.0,0,Clear sky,3.9,14.0,103,5.3,1011.8,8.2,11.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23569,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 00:00:00,26.8,92.3,0.0,0,Clear sky,2.3,8.3,132,3.2,1011.2,8.4,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23570,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 01:00:00,26.6,92.6,0.0,0,Clear sky,3.6,13.0,133,5.5,1011.2,7.9,15.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23571,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 02:00:00,26.0,95.2,0.0,1,Mainly clear,4.8,17.3,132,6.3,1012.3,8.6,30.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23572,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 03:00:00,26.6,94.3,2.3,63,Moderate rain,1.0,3.6,111,1.3,1010.6,5.1,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23573,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 04:00:00,26.9,92.8,3.6,63,Moderate rain,5.8,20.9,100,8.8,1010.3,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23574,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 05:00:00,26.3,96.5,0.0,0,Clear sky,3.9,14.0,130,5.2,1009.0,8.0,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23575,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 06:00:00,28.0,88.1,0.0,0,Clear sky,3.0,10.8,94,4.1,1009.3,7.9,17.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23576,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 07:00:00,28.3,84.9,0.0,1,Mainly clear,2.9,10.4,130,4.5,1009.7,7.4,30.7,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23577,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 08:00:00,29.2,83.8,0.9,61,Slight rain,3.9,14.0,111,5.7,1009.6,7.7,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23578,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 09:00:00,29.0,77.0,0.0,1,Mainly clear,3.8,13.7,118,5.7,1010.5,8.3,34.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23579,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 10:00:00,30.3,75.1,0.0,1,Mainly clear,6.8,24.5,95,10.0,1012.3,8.8,47.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23580,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 11:00:00,31.8,71.5,0.0,2,Partly cloudy,4.8,17.3,115,6.7,1011.3,9.6,50.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23581,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 12:00:00,32.0,74.0,0.0,2,Partly cloudy,8.2,29.5,109,12.7,1011.2,9.4,53.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23582,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 13:00:00,32.1,72.8,0.0,2,Partly cloudy,8.8,31.7,108,11.5,1011.8,9.1,74.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23583,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 14:00:00,31.8,72.3,0.0,2,Partly cloudy,8.3,29.9,99,11.0,1010.7,9.4,58.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23584,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 15:00:00,31.7,69.2,0.0,2,Partly cloudy,11.2,40.3,102,14.6,1010.4,9.8,55.2,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23585,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 16:00:00,31.8,70.2,0.0,2,Partly cloudy,9.6,34.6,98,15.2,1010.7,9.1,71.9,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23586,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 17:00:00,31.0,73.4,1.6,61,Slight rain,6.4,23.0,108,10.2,1008.6,5.5,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23587,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 18:00:00,31.2,77.5,0.0,1,Mainly clear,10.2,36.7,117,15.9,1009.8,7.9,47.4,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23588,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 19:00:00,30.2,77.5,0.0,1,Mainly clear,9.9,35.6,125,15.5,1008.0,9.2,24.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23589,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 20:00:00,28.9,80.4,0.0,1,Mainly clear,3.0,10.8,85,4.3,1009.8,9.2,38.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23590,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 21:00:00,28.4,84.5,10.8,65,Heavy monsoon rain,3.6,13.0,90,5.1,1010.2,1.5,75.0,Caution,Open-Meteo Global Atmospheric Model / IMD Surface Network
23591,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 22:00:00,28.4,90.3,1.4,61,Slight rain,2.9,10.4,90,4.4,1012.1,5.8,75.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23592,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-18 23:00:00,27.8,93.0,0.0,1,Mainly clear,2.3,8.3,113,3.2,1011.8,8.8,23.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23593,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 00:00:00,27.1,93.0,0.0,1,Mainly clear,4.3,15.5,123,6.3,1011.5,8.0,25.3,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23594,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 01:00:00,26.3,93.4,0.0,0,Clear sky,1.6,5.8,133,2.3,1011.4,8.6,16.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23595,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 02:00:00,26.6,96.5,0.0,1,Mainly clear,3.6,13.0,124,5.4,1011.1,8.0,22.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23596,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 03:00:00,27.1,95.4,0.0,1,Mainly clear,2.0,7.2,107,2.7,1011.2,7.9,37.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23597,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 04:00:00,27.0,94.5,0.0,1,Mainly clear,4.7,16.9,132,6.8,1010.5,8.7,23.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23598,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 05:00:00,27.0,87.1,0.0,0,Clear sky,4.9,17.6,127,7.8,1009.5,8.7,10.0,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23599,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 06:00:00,28.2,89.4,0.0,1,Mainly clear,6.2,22.3,109,8.9,1010.1,7.9,30.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23600,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 07:00:00,27.9,88.9,0.0,1,Mainly clear,6.6,23.8,97,9.7,1008.7,8.1,29.5,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23601,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 08:00:00,29.1,81.6,0.0,1,Mainly clear,4.9,17.6,91,6.4,1009.3,9.0,44.2,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23602,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 09:00:00,30.3,79.6,0.0,1,Mainly clear,4.9,17.6,119,7.2,1011.4,9.5,48.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23603,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 10:00:00,30.9,74.1,0.0,1,Mainly clear,1.0,3.6,115,1.6,1010.5,8.7,41.1,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23604,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 11:00:00,31.6,72.3,0.0,2,Partly cloudy,5.3,19.1,134,7.4,1011.4,8.2,61.4,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23605,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 12:00:00,31.9,71.3,0.0,1,Mainly clear,5.0,18.0,102,6.8,1012.2,9.2,43.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23606,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 13:00:00,32.0,69.4,0.0,1,Mainly clear,6.5,23.4,108,9.4,1012.1,9.8,42.8,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
23607,33,Poompuhar Fish Landing Center,North Tamil Nadu,11.144,79.855,2026-08-19 14:00:00,32.1,69.0,0.0,1,Mainly clear,9.8,35.3,119,15.4,1011.3,8.9,46.6,Safe,Open-Meteo Global Atmospheric Model / IMD Surface Network
