catch_id,year,quarter,state,species_group,scientific_name,ecological_category,catch_volume_tonnes,fishing_fleet_segment,monsoon_ban_impact,source,species_id
4393,2020,Q4,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,692.6,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4394,2020,Q4,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,254.6,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4395,2020,Q4,Tamil Nadu,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,71.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4396,2020,Q4,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,8994.8,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4397,2020,Q4,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,3306.9,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4398,2020,Q4,Tamil Nadu,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,925.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4399,2020,Q4,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,7569.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4400,2020,Q4,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,2783.1,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4401,2020,Q4,Tamil Nadu,Threadfin Breams,Nemipterus japonicus,Demersal,779.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4402,2020,Q4,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,5137.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4403,2020,Q4,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,1888.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4404,2020,Q4,Tamil Nadu,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,528.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4405,2020,Q4,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,3819.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4406,2020,Q4,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1404.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4407,2020,Q4,Tamil Nadu,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,393.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4408,2020,Q4,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,1245.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4409,2020,Q4,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,457.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4410,2020,Q4,Tamil Nadu,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,128.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4411,2020,Q4,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,1311.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4412,2020,Q4,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,482.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4413,2020,Q4,Andhra Pradesh,Oil Sardine,Sardinella longiceps,Pelagic,135.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4414,2020,Q4,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1114.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4415,2020,Q4,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,409.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4416,2020,Q4,Andhra Pradesh,Indian Mackerel,Rastrelliger kanagurta,Pelagic,114.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4417,2020,Q4,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,8262.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4418,2020,Q4,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,3037.6,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4419,2020,Q4,Andhra Pradesh,Ribbonfishes,Trichiurus lepturus,Pelagic,850.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4420,2020,Q4,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,12667.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4421,2020,Q4,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,4657.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4422,2020,Q4,Andhra Pradesh,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1304.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4423,2020,Q4,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,1868.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4424,2020,Q4,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,686.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4425,2020,Q4,Andhra Pradesh,Non-penaeid Prawns,Acetes indicus,Demersal,192.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4426,2020,Q4,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,1026.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4427,2020,Q4,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,377.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4428,2020,Q4,Andhra Pradesh,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,105.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4429,2020,Q4,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,6446.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4430,2020,Q4,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,2369.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4431,2020,Q4,Andhra Pradesh,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,663.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4432,2020,Q4,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,6038.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4433,2020,Q4,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,2220.1,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4434,2020,Q4,Andhra Pradesh,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,621.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4435,2020,Q4,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,689.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4436,2020,Q4,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,253.7,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4437,2020,Q4,Andhra Pradesh,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,71.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4438,2020,Q4,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,10861.8,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4439,2020,Q4,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,3993.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4440,2020,Q4,Andhra Pradesh,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1118.1,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4441,2020,Q4,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,1099.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4442,2020,Q4,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,404.4,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4443,2020,Q4,Andhra Pradesh,Threadfin Breams,Nemipterus japonicus,Demersal,113.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4444,2020,Q4,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,4590.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4445,2020,Q4,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,1687.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4446,2020,Q4,Andhra Pradesh,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,472.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4447,2020,Q4,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,610.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4448,2020,Q4,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,224.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4449,2020,Q4,Andhra Pradesh,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,62.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4450,2020,Q4,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,1268.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4451,2020,Q4,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,466.4,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4452,2020,Q4,Andhra Pradesh,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,130.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4453,2020,Q4,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,2234.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4454,2020,Q4,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,821.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4455,2020,Q4,Odisha,Oil Sardine,Sardinella longiceps,Pelagic,230.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4456,2020,Q4,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1629.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4457,2020,Q4,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,599.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4458,2020,Q4,Odisha,Indian Mackerel,Rastrelliger kanagurta,Pelagic,167.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4459,2020,Q4,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,1135.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4460,2020,Q4,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,417.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4461,2020,Q4,Odisha,Ribbonfishes,Trichiurus lepturus,Pelagic,116.8,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4462,2020,Q4,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1692.1,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4463,2020,Q4,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,622.1,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4464,2020,Q4,Odisha,Penaeid Prawns,Penaeus monodon / indicus,Demersal,174.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4465,2020,Q4,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,1767.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4466,2020,Q4,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,649.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4467,2020,Q4,Odisha,Non-penaeid Prawns,Acetes indicus,Demersal,181.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4468,2020,Q4,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,955.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4469,2020,Q4,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,351.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4470,2020,Q4,Odisha,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,98.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4471,2020,Q4,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,840.5,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4472,2020,Q4,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,309.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4473,2020,Q4,Odisha,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,86.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4474,2020,Q4,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,756.8,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4475,2020,Q4,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,278.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4476,2020,Q4,Odisha,Seer Fishes (King Mackerel),Scomberomorus commerson,Pelagic,77.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,8
4477,2020,Q4,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,5387.1,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4478,2020,Q4,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,1980.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4479,2020,Q4,Odisha,Silver & Black Pomfrets,Pampus argenteus / Parastromateus niger,Pelagic,554.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,9
4480,2020,Q4,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,1991.9,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4481,2020,Q4,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,732.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4482,2020,Q4,Odisha,Croakers (Sciaenids),Johnius dussumieri / Otolithes ruber,Demersal,205.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,10
4483,2020,Q4,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,791.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4484,2020,Q4,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,290.9,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4485,2020,Q4,Odisha,Threadfin Breams,Nemipterus japonicus,Demersal,81.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,11
4486,2020,Q4,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,762.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4487,2020,Q4,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,280.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4488,2020,Q4,Odisha,Anchovies (Stolephorus),Stolephorus commersonnii,Pelagic,78.5,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,12
4489,2020,Q4,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,3183.2,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4490,2020,Q4,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,1170.3,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4491,2020,Q4,Odisha,Crabs (Portunids),Portunus pelagicus / sanguinolentus,Crustacean,327.7,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,13
4492,2020,Q4,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,8226.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4493,2020,Q4,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,3024.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4494,2020,Q4,Odisha,Hilsa Shad,Tenualosa ilisha,Pelagic / Anadromous,846.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,14
4495,2020,Q4,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,1680.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4496,2020,Q4,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,617.9,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4497,2020,Q4,West Bengal,Oil Sardine,Sardinella longiceps,Pelagic,173.0,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,1
4498,2020,Q4,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,1494.7,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4499,2020,Q4,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,549.5,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4500,2020,Q4,West Bengal,Indian Mackerel,Rastrelliger kanagurta,Pelagic,153.9,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,2
4501,2020,Q4,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,1045.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4502,2020,Q4,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,384.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4503,2020,Q4,West Bengal,Ribbonfishes,Trichiurus lepturus,Pelagic,107.6,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,3
4504,2020,Q4,West Bengal,Penaeid Prawns,Penaeus monodon / indicus,Demersal,1740.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4505,2020,Q4,West Bengal,Penaeid Prawns,Penaeus monodon / indicus,Demersal,639.8,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4506,2020,Q4,West Bengal,Penaeid Prawns,Penaeus monodon / indicus,Demersal,179.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,4
4507,2020,Q4,West Bengal,Non-penaeid Prawns,Acetes indicus,Demersal,12515.3,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4508,2020,Q4,West Bengal,Non-penaeid Prawns,Acetes indicus,Demersal,4601.2,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4509,2020,Q4,West Bengal,Non-penaeid Prawns,Acetes indicus,Demersal,1288.3,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,5
4510,2020,Q4,West Bengal,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,1079.8,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4511,2020,Q4,West Bengal,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,397.0,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4512,2020,Q4,West Bengal,Cephalopods (Squid & Cuttlefish),Uroteuthis duvaucelii / Sepia pharaonis,Molluscan,111.2,Traditional (Non-Motorized Artisanal),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,6
4513,2020,Q4,West Bengal,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,839.0,Mechanized (Trawler / Purse Seiner),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
4514,2020,Q4,West Bengal,Tuna & Bonitos,Katsuwonus pelamis / Thunnus albacares,Pelagic,308.4,Motorized (Outboard Engine Craft),Normal Operation,CMFRI (Central Marine Fisheries Research Institute) National Marine Fishery Census,7
