sst_id,harbor_id,landing_center_name,sector,latitude,longitude,datetime_utc,sst_celsius,sst_anomaly_celsius,thermal_front_gradient_c_km,source
15537,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 08:00:00,28.38,-0.04,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15538,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 09:00:00,28.68,0.26,0.43,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15539,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 10:00:00,28.59,0.17,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15540,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 11:00:00,28.53,0.11,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15541,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 12:00:00,28.75,0.33,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15542,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 13:00:00,28.77,0.35,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15543,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 14:00:00,29.03,0.61,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15544,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 15:00:00,29.13,0.71,0.43,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15545,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 16:00:00,28.8,0.38,0.25,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15546,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 17:00:00,29.03,0.61,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15547,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 18:00:00,28.94,0.52,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15548,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 19:00:00,28.99,0.57,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15549,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 20:00:00,28.79,0.37,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15550,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 21:00:00,28.4,-0.02,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15551,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 22:00:00,28.32,-0.1,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15552,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-13 23:00:00,28.21,-0.21,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15553,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 00:00:00,28.36,-0.06,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15554,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 01:00:00,28.32,-0.1,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15555,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 02:00:00,28.09,-0.33,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15556,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 03:00:00,27.79,-0.63,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15557,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 04:00:00,27.99,-0.43,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15558,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 05:00:00,28.4,-0.02,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15559,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 06:00:00,28.16,-0.26,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15560,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 07:00:00,27.85,-0.57,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15561,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 08:00:00,28.37,-0.05,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15562,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 09:00:00,28.69,0.27,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15563,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 10:00:00,28.39,-0.03,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15564,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 11:00:00,28.55,0.13,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15565,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 12:00:00,29.06,0.64,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15566,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 13:00:00,29.03,0.61,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15567,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 14:00:00,29.08,0.66,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15568,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 15:00:00,28.72,0.3,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15569,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 16:00:00,28.89,0.47,0.14,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15570,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 17:00:00,29.01,0.59,0.42,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15571,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 18:00:00,28.69,0.27,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15572,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 19:00:00,28.82,0.4,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15573,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 20:00:00,28.47,0.05,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15574,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 21:00:00,28.28,-0.14,0.42,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15575,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 22:00:00,28.81,0.39,0.44,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15576,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-14 23:00:00,28.32,-0.1,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15577,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 00:00:00,28.16,-0.26,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15578,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 01:00:00,28.05,-0.37,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15579,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 02:00:00,28.01,-0.41,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15580,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 03:00:00,27.99,-0.43,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15581,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 04:00:00,27.76,-0.66,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15582,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 05:00:00,28.2,-0.22,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15583,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 06:00:00,28.35,-0.07,0.3,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15584,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 07:00:00,28.52,0.1,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15585,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 08:00:00,28.42,-0.0,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15586,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 09:00:00,28.28,-0.14,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15587,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 10:00:00,28.76,0.34,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15588,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 11:00:00,28.77,0.35,0.12,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15589,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 12:00:00,28.89,0.47,0.43,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15590,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 13:00:00,28.8,0.38,0.46,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15591,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 14:00:00,29.05,0.63,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15592,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 15:00:00,29.13,0.71,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15593,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 16:00:00,29.01,0.59,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15594,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 17:00:00,28.86,0.44,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15595,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 18:00:00,28.79,0.37,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15596,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 19:00:00,28.79,0.37,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15597,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 20:00:00,28.56,0.14,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15598,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 21:00:00,28.32,-0.1,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15599,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 22:00:00,28.49,0.07,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15600,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-15 23:00:00,28.26,-0.16,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15601,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 00:00:00,28.17,-0.25,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15602,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 01:00:00,27.97,-0.45,0.13,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15603,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 02:00:00,27.84,-0.58,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15604,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 03:00:00,27.88,-0.54,0.25,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15605,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 04:00:00,27.94,-0.48,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15606,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 05:00:00,27.88,-0.54,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15607,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 06:00:00,28.08,-0.34,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15608,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 07:00:00,28.23,-0.19,0.44,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15609,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 08:00:00,28.52,0.1,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15610,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 09:00:00,28.61,0.19,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15611,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 10:00:00,28.72,0.3,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15612,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 11:00:00,28.58,0.16,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15613,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 12:00:00,28.94,0.52,0.14,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15614,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 13:00:00,28.76,0.34,0.48,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15615,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 14:00:00,29.13,0.71,0.21,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15616,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 15:00:00,28.93,0.51,0.29,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15617,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 16:00:00,28.8,0.38,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15618,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 17:00:00,29.0,0.58,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15619,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 18:00:00,28.96,0.54,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15620,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 19:00:00,28.75,0.33,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15621,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 20:00:00,28.76,0.34,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15622,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 21:00:00,28.51,0.09,0.42,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15623,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 22:00:00,28.23,-0.19,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15624,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-16 23:00:00,28.25,-0.17,0.14,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15625,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 00:00:00,28.17,-0.25,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15626,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 01:00:00,28.06,-0.36,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15627,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 02:00:00,27.81,-0.61,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15628,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 03:00:00,28.24,-0.18,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15629,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 04:00:00,27.61,-0.81,0.48,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15630,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 05:00:00,28.4,-0.02,0.26,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15631,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 06:00:00,28.11,-0.31,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15632,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 07:00:00,28.23,-0.19,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15633,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 08:00:00,28.38,-0.04,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15634,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 09:00:00,28.49,0.07,0.4,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15635,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 10:00:00,28.49,0.07,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15636,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 11:00:00,28.87,0.45,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15637,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 12:00:00,28.98,0.56,0.14,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15638,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 13:00:00,28.92,0.5,0.41,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15639,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 14:00:00,28.96,0.54,0.29,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15640,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 15:00:00,28.97,0.55,0.26,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15641,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 16:00:00,29.1,0.68,0.36,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15642,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 17:00:00,28.94,0.52,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15643,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 18:00:00,28.81,0.39,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15644,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 19:00:00,28.57,0.15,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15645,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 20:00:00,28.77,0.35,0.16,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15646,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 21:00:00,28.39,-0.03,0.32,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15647,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 22:00:00,28.19,-0.23,0.42,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15648,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-17 23:00:00,28.33,-0.09,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15649,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 00:00:00,28.15,-0.27,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15650,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 01:00:00,28.41,-0.01,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15651,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 02:00:00,27.82,-0.6,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15652,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 03:00:00,27.91,-0.51,0.18,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15653,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 04:00:00,28.1,-0.32,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15654,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 05:00:00,28.06,-0.36,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15655,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 06:00:00,28.17,-0.25,0.35,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15656,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 07:00:00,28.27,-0.15,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15657,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 08:00:00,28.12,-0.3,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15658,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 09:00:00,28.53,0.11,0.37,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15659,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 10:00:00,28.74,0.32,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15660,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 11:00:00,28.62,0.2,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15661,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 12:00:00,28.73,0.31,0.34,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15662,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 13:00:00,28.87,0.45,0.33,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15663,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 14:00:00,28.8,0.38,0.25,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15664,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 15:00:00,28.86,0.44,0.3,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15665,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 16:00:00,28.99,0.57,0.31,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15666,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 17:00:00,29.12,0.7,0.19,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15667,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 18:00:00,28.77,0.35,0.39,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15668,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 19:00:00,29.0,0.58,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15669,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 20:00:00,28.55,0.13,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15670,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 21:00:00,28.62,0.2,0.45,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15671,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 22:00:00,28.26,-0.16,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15672,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-18 23:00:00,28.3,-0.12,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15673,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 00:00:00,28.37,-0.05,0.22,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15674,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 01:00:00,28.16,-0.26,0.43,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15675,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 02:00:00,28.0,-0.42,0.47,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15676,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 03:00:00,27.97,-0.45,0.17,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15677,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 04:00:00,28.07,-0.35,0.15,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15678,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 05:00:00,28.17,-0.25,0.29,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15679,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 06:00:00,28.27,-0.15,0.27,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15680,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 07:00:00,28.26,-0.16,0.28,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
15681,22,Sakthikulangara-Neendakara Harbor,Kerala,8.941,76.541,2026-08-19 08:00:00,28.42,-0.0,0.2,MOSDAC (ISRO) / Copernicus Marine GHRSST L4 Blend
